name,type,diameter_mm,length_mm,din,gost,strength_class,thread,coating,unit_erp,weight_g_per_piece,weight_source,price_supplier,unit_supplier,price_per_piece_rub,price_note,raw
Болт M36x160 DIN 931 ГОСТ 7798-70,Болт,36.0,160.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,3352.0,справочник ГОСТ,207.71,кг,696.24392,расчёт: 207.71 руб/кг ÷ 0.3 шт/кг,"Болт 36х160 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M36x180 DIN 931 ГОСТ 7798-70,Болт,36.0,180.0,DIN 931,ГОСТ 7798-70,10.9,неполная,без покрытия,шт,3772.0,справочник ГОСТ,259.84,кг,980.11648,расчёт: 259.84 руб/кг ÷ 0.3 шт/кг,"Болт 36х180 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M36x190 DIN 931 ГОСТ 7798-70,Болт,36.0,190.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,,,200.2,кг,,,"Болт 36х190 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M36x220 DIN 931 ГОСТ 7798-70,Болт,36.0,220.0,DIN 931,ГОСТ 7798-70,10.9,неполная,без покрытия,шт,,,745.82,кг,,,"Болт 36х220 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M36x240 DIN 931 ГОСТ 7798-70,Болт,36.0,240.0,DIN 931,ГОСТ 7798-70,10.9,неполная,без покрытия,шт,,,293.16,кг,,,"Болт 36х240 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M42x120 DIN 931 ГОСТ 7798-70,Болт,42.0,120.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,,,338.8,кг,,,"Болт 42х120 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M42x140 DIN 931 ГОСТ 7798-70,Болт,42.0,140.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,,,174.55,кг,,,"Болт 42х140 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M42x160 DIN 931 ГОСТ 7798-70,Болт,42.0,160.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,,,258.6,кг,,,"Болт 42х160 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M42x180 DIN 931 ГОСТ 7798-70,Болт,42.0,180.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,,,367.49,кг,,,"Болт 42х180 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M42x200 DIN 931 ГОСТ 7798-70,Болт,42.0,200.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,,,174.76,кг,,,"Болт 42х200 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M42x200 DIN 931 ГОСТ 7798-70 горячий цинк,Болт,42.0,200.0,DIN 931,ГОСТ 7798-70,5.8,неполная,горячий цинк,шт,,,421.77,кг,,,"Болт 42х200 горячее цинкование DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M42x220 DIN 931 ГОСТ 7798-70,Болт,42.0,220.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,,,174.36,кг,,,"Болт 42х220 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M42x300 DIN 931 ГОСТ 7798-70,Болт,42.0,300.0,DIN 931,ГОСТ 7798-70,8.8,неполная,без покрытия,шт,,,445.63,кг,,,"Болт 42х300 без покрытия DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M6x10 DIN 931 ГОСТ 7798-70 цинк,Болт,6.0,10.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,1.72,справочник ГОСТ,277.2,кг,0.476784,расчёт: 277.2 руб/кг ÷ 581.4 шт/кг,"Болт  6х 10 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M6x18 DIN 931 ГОСТ 7798-70 цинк,Болт,6.0,18.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,,,249.22,кг,,,"Болт  6х 18 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M6x70 DIN 931 ГОСТ 7798-70 цинк,Болт,6.0,70.0,DIN 931,ГОСТ 7798-70,8.8,неполная,цинк,шт,10.24,справочник ГОСТ,277.2,кг,2.838528,расчёт: 277.2 руб/кг ÷ 97.7 шт/кг,"Болт  6х 70 цинк DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M8x16 ГОСТ 7798-70 цинк,Болт,8.0,16.0,,ГОСТ 7798-70,5.8,неполная,цинк,шт,5.54,справочник ГОСТ,203.67,кг,1.128332,расчёт: 203.67 руб/кг ÷ 180.5 шт/кг,"Болт  8х 16 цинк ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M8x30 DIN 931 ГОСТ 7798-70 цинк,Болт,8.0,30.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,9.96,справочник ГОСТ,257.4,кг,2.563704,расчёт: 257.4 руб/кг ÷ 100.4 шт/кг,"Болт  8х 30 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M8x40 DIN 931 ГОСТ 7798-70 цинк,Болт,8.0,40.0,DIN 931,ГОСТ 7798-70,10.9,неполная,цинк,шт,13.18,справочник ГОСТ,319,кг,4.20442,расчёт: 319 руб/кг ÷ 75.9 шт/кг,"Болт  8х 40 цинк DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M8x50 ГОСТ 7798-70 цинк,Болт,8.0,50.0,,ГОСТ 7798-70,8.8,неполная,цинк,шт,16.4,справочник ГОСТ,283.36,кг,4.647104,расчёт: 283.36 руб/кг ÷ 61.0 шт/кг,"Болт  8х 50 цинк ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M8x110 DIN 931 ГОСТ 7798-70 цинк,Болт,8.0,110.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,35.72,справочник ГОСТ,214.5,кг,7.66194,расчёт: 214.5 руб/кг ÷ 28.0 шт/кг,"Болт  8х110 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M10x20 DIN 931 ГОСТ 7798-70 цинк,Болт,10.0,20.0,DIN 931,ГОСТ 7798-70,10.9,неполная,цинк,шт,11.5,справочник ГОСТ,425.04,кг,4.88796,расчёт: 425.04 руб/кг ÷ 87.0 шт/кг,"Болт 10х 20 цинк DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M10x30 DIN 931 ГОСТ 7798-70 цинк,Болт,10.0,30.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,17.1,справочник ГОСТ,309.93,кг,5.299803,расчёт: 309.93 руб/кг ÷ 58.5 шт/кг,"Болт 10х 30 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M10x35 DIN 931 ГОСТ 7798-70 цинк,Болт,10.0,35.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,19.9,справочник ГОСТ,214.5,кг,4.26855,расчёт: 214.5 руб/кг ÷ 50.3 шт/кг,"Болт 10х 35 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M10x40 DIN 931 ГОСТ 7798-70 цинк,Болт,10.0,40.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,22.7,справочник ГОСТ,309.93,кг,7.035411,расчёт: 309.93 руб/кг ÷ 44.1 шт/кг,"Болт 10х 40 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M10x55 DIN 931 ГОСТ 7798-70 цинк,Болт,10.0,55.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,31.1,справочник ГОСТ,371.91,кг,11.566401,расчёт: 371.91 руб/кг ÷ 32.2 шт/кг,"Болт 10х 55 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M10x60 DIN 931 ГОСТ 7798-70 цинк,Болт,10.0,60.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,33.9,справочник ГОСТ,215.6,кг,7.30884,расчёт: 215.6 руб/кг ÷ 29.5 шт/кг,"Болт 10х 60 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M10x80 DIN 931 ГОСТ 7798-70 цинк,Болт,10.0,80.0,DIN 931,ГОСТ 7798-70,8.8,неполная,цинк,шт,45.1,справочник ГОСТ,214.5,кг,9.67395,расчёт: 214.5 руб/кг ÷ 22.2 шт/кг,"Болт 10х 80 цинк DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M10x110 DIN 931 ГОСТ 7798-70 цинк,Болт,10.0,110.0,DIN 931,ГОСТ 7798-70,10.9,неполная,цинк,шт,61.9,справочник ГОСТ,324.51,кг,20.087169,расчёт: 324.51 руб/кг ÷ 16.2 шт/кг,"Болт 10х110 цинк DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M10x190 DIN 931 ГОСТ 7805-70 цинк,Болт,10.0,190.0,DIN 931,ГОСТ 7805-70,8.8,неполная,цинк,шт,,,643.01,кг,,,"Болт 10х190 цинк DIN 931 ГОСТ 7805-70 кл.пр.8.8 резьба неполная, Кг"
Болт M12x20 ГОСТ 7798-70 цинк,Болт,12.0,20.0,,ГОСТ 7798-70,10.9,полная,цинк,шт,,,241,кг,,,"Болт 12х 20 цинк ГОСТ 7798-70 кл.пр.10.9 резьба полная, Кг"
Болт M12x30 ГОСТ 7798-70 цинк,Болт,12.0,30.0,,ГОСТ 7798-70,5.8,неполная,цинк,шт,29.7,справочник ГОСТ,221.38,кг,6.574986,расчёт: 221.38 руб/кг ÷ 33.7 шт/кг,"Болт 12х 30 цинк ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M12x35 DIN 931 ГОСТ 7798-70 цинк,Болт,12.0,35.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,34.6,справочник ГОСТ,171.6,кг,5.93736,расчёт: 171.6 руб/кг ÷ 28.9 шт/кг,"Болт 12х 35 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M12x40 DIN 931 ГОСТ 7798-70 горячий цинк,Болт,12.0,40.0,DIN 931,ГОСТ 7798-70,5.8,неполная,горячий цинк,шт,39.5,справочник ГОСТ,319,кг,12.6005,расчёт: 319 руб/кг ÷ 25.3 шт/кг,"Болт 12х 40 горячее цинкование DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M12x40 DIN 931 ГОСТ 7798-70 цинк,Болт,12.0,40.0,DIN 931,ГОСТ 7798-70,10.9,неполная,цинк,шт,39.5,справочник ГОСТ,330.73,кг,13.063835,расчёт: 330.73 руб/кг ÷ 25.3 шт/кг,"Болт 12х 40 цинк DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M12x45 DIN 931 ГОСТ 7798-70 горячий цинк,Болт,12.0,45.0,DIN 931,ГОСТ 7798-70,8.8,неполная,горячий цинк,шт,44.4,справочник ГОСТ,558.9,кг,24.81516,расчёт: 558.9 руб/кг ÷ 22.5 шт/кг,"Болт 12х 45 горячее цинкование DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M12x45 DIN 931 ГОСТ 7798-70 цинк,Болт,12.0,45.0,DIN 931,ГОСТ 7798-70,8.8,неполная,цинк,шт,44.4,справочник ГОСТ,243.1,кг,10.79364,расчёт: 243.1 руб/кг ÷ 22.5 шт/кг,"Болт 12х 45 цинк DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M12x50 DIN 931 ГОСТ 7798-70 цинк,Болт,12.0,50.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,49.3,справочник ГОСТ,214.5,кг,10.57485,расчёт: 214.5 руб/кг ÷ 20.3 шт/кг,"Болт 12х 50 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M12x55 DIN 931 ГОСТ 7798-70 цинк,Болт,12.0,55.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,54.2,справочник ГОСТ,221.38,кг,11.998796,расчёт: 221.38 руб/кг ÷ 18.5 шт/кг,"Болт 12х 55 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M12x1 DIN 931 ГОСТ 7798-70 цинк,Болт,12.0,1.25,DIN 931,ГОСТ 7798-70,8.8,полная,цинк,шт,,,708.4,кг,,,"Болт 12х1,25х 70 цинк DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба полная, Кг"
Болт M12x260 DIN 931 ГОСТ 7798-70 цинк,Болт,12.0,260.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,,,318.78,кг,,,"Болт 12х260 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M14x30 DIN 931 ГОСТ 7798-70 цинк,Болт,14.0,30.0,DIN 931,ГОСТ 7798-70,10.9,неполная,цинк,шт,47.0,справочник ГОСТ,338.8,кг,15.9236,расчёт: 338.8 руб/кг ÷ 21.3 шт/кг,"Болт 14х 30 цинк DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M14x40 DIN 931 ГОСТ 7798-70 цинк,Болт,14.0,40.0,DIN 931,ГОСТ 7798-70,10.9,неполная,цинк,шт,62.4,справочник ГОСТ,338.8,кг,21.14112,расчёт: 338.8 руб/кг ÷ 16.0 шт/кг,"Болт 14х 40 цинк DIN 931 ГОСТ 7798-70 кл.пр.10.9 резьба неполная, Кг"
Болт M14x45 DIN 931 ГОСТ 7798-70 цинк,Болт,14.0,45.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,70.1,справочник ГОСТ,309.93,кг,21.726093,расчёт: 309.93 руб/кг ÷ 14.3 шт/кг,"Болт 14х 45 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M14x50 DIN 931 ГОСТ 7798-70 цинк,Болт,14.0,50.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,77.8,справочник ГОСТ,265.65,кг,20.66757,расчёт: 265.65 руб/кг ÷ 12.9 шт/кг,"Болт 14х 50 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M14x55 DIN 931 ГОСТ 7798-70 цинк,Болт,14.0,55.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,85.5,справочник ГОСТ,301.07,кг,25.741485,расчёт: 301.07 руб/кг ÷ 11.7 шт/кг,"Болт 14х 55 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M14x60 DIN 931 ГОСТ 7798-70 цинк,Болт,14.0,60.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,93.2,справочник ГОСТ,253.75,кг,23.6495,расчёт: 253.75 руб/кг ÷ 10.7 шт/кг,"Болт 14х 60 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M14x65 DIN 931 ГОСТ 7798-70 цинк,Болт,14.0,65.0,DIN 931,ГОСТ 7798-70,8.8,неполная,цинк,шт,100.9,справочник ГОСТ,327.7,кг,33.06493,расчёт: 327.7 руб/кг ÷ 9.9 шт/кг,"Болт 14х 65 цинк DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M14x70 DIN 931 ГОСТ 7798-70 цинк,Болт,14.0,70.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,108.6,справочник ГОСТ,257.4,кг,27.95364,расчёт: 257.4 руб/кг ÷ 9.2 шт/кг,"Болт 14х 70 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M14x75 DIN 931 ГОСТ 7798-70 цинк,Болт,14.0,75.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,116.3,справочник ГОСТ,336.49,кг,39.133787,расчёт: 336.49 руб/кг ÷ 8.6 шт/кг,"Болт 14х 75 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x25 DIN 931 ГОСТ 7798-70 цинк,Болт,16.0,25.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,,,283.36,кг,,,"Болт 16х 25 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x35 DIN 931 ГОСТ 7798-70 цинк,Болт,16.0,35.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,76.7,справочник ГОСТ,318.78,кг,24.450426,расчёт: 318.78 руб/кг ÷ 13.0 шт/кг,"Болт 16х 35 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x40 DIN 931 ГОСТ 7798-70 цинк,Болт,16.0,40.0,DIN 931,ГОСТ 7798-70,8.8,неполная,цинк,шт,87.4,справочник ГОСТ,301.07,кг,26.313518,расчёт: 301.07 руб/кг ÷ 11.4 шт/кг,"Болт 16х 40 цинк DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M16x45 DIN 931 ГОСТ 7798-70 цинк,Болт,16.0,45.0,DIN 931,ГОСТ 7798-70,5.8,неполная,цинк,шт,98.1,справочник ГОСТ,247.94,кг,24.322914,расчёт: 247.94 руб/кг ÷ 10.2 шт/кг,"Болт 16х 45 цинк DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x50 ГОСТ 7798-70 горячий цинк,Болт,16.0,50.0,,ГОСТ 7798-70,5.8,неполная,горячий цинк,шт,108.8,справочник ГОСТ,708.4,кг,77.07392,расчёт: 708.4 руб/кг ÷ 9.2 шт/кг,"Болт 16х 50 горячее цинкование ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная, Кг"
Болт M16x50 DIN 931 ГОСТ 7798-70 цинк,Болт,16.0,50.0,DIN 931,ГОСТ 7798-70,8.8,неполная,цинк,шт,108.8,справочник ГОСТ,308,кг,33.5104,расчёт: 308 руб/кг ÷ 9.2 шт/кг,"Болт 16х 50 цинк DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
Болт M16x55 DIN 931 ГОСТ 7798-70 цинк,Болт,16.0,55.0,DIN 931,ГОСТ 7798-70,8.8,неполная,цинк,шт,119.5,справочник ГОСТ,265.65,кг,31.745175,расчёт: 265.65 руб/кг ÷ 8.4 шт/кг,"Болт 16х 55 цинк DIN 931 ГОСТ 7798-70 кл.пр.8.8 резьба неполная, Кг"
